Part No.,Part description,Group number,Group name
CMSAMPLEPACK5,2COM C/W END CAPS & 2G BOX - WHI,AG-00020,Finished Goods - Fabrication
CMSAMPLEPACK7,NCT1050 WHI C/W END CAPS & 2G BOX - WHI,AG-00020,Finished Goods - Fabrication
CMT32BQWHI,WHITE MINI TRUNKING 16MM X 10MM X 2M,AG-00017,Finished Goods - Extrusion
CMT33BQWHI,WHITE MINI TRUNKING 16MM X 10MM X 3M,AG-00017,Finished Goods - Extrusion
CMT3EMBQWHI2,MINI TRK B&Q 16MM X 10MM X 2M WHI,AG-00042,Lower Level - Extrusion
CMT3EMBQWHI3,MINI TRK B&Q 16MM X 10MM X 3M WHI,AG-00042,Lower Level - Extrusion
CMT3EMWHI2,TRUNK 16X10MM 2M,AG-00042,Lower Level - Extrusion
CMT3EMWHI3,TRUNK 16X10MM 3M,AG-00042,Lower Level - Extrusion
CO3WHI,20MM OVAL COUPLING,AG-00057,Phase Out HNY
CORRUGATEDROLL,CORRUGATED ROLLS 1000MM 75MT ROLL,AG-00053,Component
CRCHG20W,20MM ROUND HG CONDUIT,AG-00017,Finished Goods - Extrusion
CRCLG20W,20MM ROUND LG CONDUIT,AG-00017,Finished Goods - Extrusion
CRCLG25W,25MM ROUND LG CONDUIT,AG-00017,Finished Goods - Extrusion
CT1,Cable Tie 165mm x 2.5mm Black,AG-00053,Component
Cub Frame,Wooden frames for 38mm diameter pipes,AG-00012,Consumable
Cub Frame L,Wooden frames for 48mm diameter pipes,AG-00012,Consumable
DBM/PA1437/15759,Yellow 2% Masterbatch (Nylon) wall plug,AG-00002,Raw Material
DBM/PA1465/171793,Silver 2% Masterbatch (Nylon) wall plug,AG-00002,Raw Material
DBM/PE12076/223818,Blue 2% Masterbatch wall plug,AG-00002,Raw Material
DBM/PE12078/244123,Red 2% Masterbatch wall plug (SRP502),AG-00002,Raw Material
DBM/PE12096/261935,PHASEOUTBrown 2% Masterbatch wall plug,AG-00002,Raw Material
DBM/PE12097/261936,Dark Brown 2% Masterbatch wall plug,AG-00002,Raw Material
DBM/PE12101/252109,Yellow 2% Masterbatch (Polypropylene) wall plug,AG-00002,Raw Material
DBM/PE12208/273553,Grey 2% Masterbatch wall plug,AG-00002,Raw Material
DBM/PE12422/244191,Red 2% Masterbatch wall plug (SGP550&GP600),AG-00002,Raw Material
DBM/UB,Black Universal Masterbatch wall plug,AG-00002,Raw Material
DBM/UN1/2802,Black 1% Masterbatch wall plug,AG-00002,Raw Material
DHW133,Double Hollow Door Hook White,AG-00014,Finished Goods - Moulding
DHW133LLH,White Hook Moulding,AG-00026,Lower Level - Moulding
DHW133LLT,Yellow Template Moulding,AG-00026,Lower Level - Moulding
DOCA5-GEAR,A5 Plain Document Wallet 225 x 165mm (Printed Wallet),AG-00049,Packaging
DOCA5P-KITE,A5 Printed Document Wallet 225 x 165mm (Printed Wallet),AG-00049,Packaging
DR106,Hollow Door Fixings (Qty5),AG-00014,Finished Goods - Moulding
DR308,Hollow Door Fixing (Qty10),AG-00014,Finished Goods - Moulding
DrillSDR556,M6 x 70 Drill,AG-00053,Component
DrillSSCP558,8 x 79 HSS drill,AG-00053,Component
DriverCap,SSCP / SCP558 driver cap green,AG-00026,Lower Level - Moulding
DrivSSCP558,Driver Bit SSCP558,AG-00053,Component
Dullage & Board,U Frame Dullage & Top Board - Wooden,AG-00012,Consumable
Dullage Set,U Frame Dullage & Top Board - Wooden (3 per pallet),AG-00012,Consumable
E077,EXTR MATERIAL CHA OCTABIN,AG-00002,Raw Material
E088,EXTR MATERIAL RED BAGGED,AG-00002,Raw Material
E137,EXTR MATERIAL IND GREY VIRGIN,AG-00002,Raw Material
E140,EXTR MATERIAL WHI ULTRAFRESH OCTABIN,AG-00002,Raw Material
EC5050EMWHI,ENDCAP 50X50MM WHI,AG-00014,Finished Goods - Moulding
ECC2BLK,20MM CONDUIT CLIP,AG-00057,Phase Out HNY
ECC2EMBLK,ECC/2 IN BULK BLACK,AG-00026,Lower Level - Moulding
ECC2EMWHI,ECC/2 IN BULK WHITE,AG-00026,Lower Level - Moulding
ECC2WHI,20MM CONDUIT CLIP,AG-00057,Phase Out HNY
ECG2BLK,20MM COMPRESSION GLAND,AG-00016,OBSOLETE
ECG2EMBLK,20MM COMPRESSION GLAND,AG-00016,OBSOLETE
ECG2EMWHI,20MM COMPRESSION GLAND,AG-00016,OBSOLETE
ECG2WHI,20MM COMPRESSION GLAND,AG-00016,OBSOLETE
ECG3EMBLK,COMPRESSION GLAND 25MM BLACK,AG-00016,OBSOLETE
ECL2BLK,20MM LOCKRING,AG-00014,Finished Goods - Moulding
ECL2WHI,20MM LOCKRING,AG-00014,Finished Goods - Moulding
ECL3BLK,25MM LOCKRING,AG-00014,Finished Goods - Moulding
ECL3WHI,25MM LOCKRING,AG-00014,Finished Goods - Moulding
ECL4BLK,32MM LOCKRING,AG-00057,Phase Out HNY
ECL5BLK,38MM LOCKRING,AG-00057,Phase Out HNY
ECL6BLK,50MM LOCKRING,AG-00057,Phase Out HNY
ECL6WHI,50MM LOCKRING,AG-00057,Phase Out HNY
ECR12BLK,NO SPOUT CIRC BOX,AG-00057,Phase Out HNY
ECR12ELWHI,20MM NO SPOUT EXTNL LUG,AG-00016,OBSOLETE
ECR12WHI,NO SPOUT CIRC BOX,AG-00016,OBSOLETE
EDC1BLK,20MM PENDANT DOME COVER,AG-00014,Finished Goods - Moulding
EDC1EMBLK,EDC/1 IN BULK BLACK,AG-00026,Lower Level - Moulding
EDC1EMWHI,EDC/1 IN BULK WHITE,AG-00026,Lower Level - Moulding
EDC1WHI,20MM PENDANT DOME COVER,AG-00014,Finished Goods - Moulding
EE5050EMWHI,EE5050 IN BULK WHITE,AG-00014,Finished Goods - Moulding
EEB1BLK,75X75X70MM EARTH ELECTRODE BOX,AG-00055,Finished Goods - Press Moulding
EEC2WHI,20MM EXPANSION COUPLING,AG-00016,OBSOLETE
EER3EMWHI,EER/3 IN BULK WHITE,AG-00026,Lower Level - Moulding
EER3WHI,12MM EXTENSION RING,AG-00057,Phase Out HNY
EER5BLK,19MM EXTENSION RING,AG-00057,Phase Out HNY
EER5EMBLK,19MM EXTN.RING,AG-00026,Lower Level - Moulding
EER5EMWHI,19MM EXTN.RING,AG-00026,Lower Level - Moulding
EER5WHI,19MM EXTENSION RING,AG-00057,Phase Out HNY
EER6BLK,25MM EXTENSION RING,AG-00057,Phase Out HNY
EER6EMBLK,EER/6 IN BULK BLACK,AG-00026,Lower Level - Moulding
EER6EMWHI,EER/6 IN BULK WHITE,AG-00026,Lower Level - Moulding
EER6WHI,25MM EXTENSION RING,AG-00057,Phase Out HNY
EER7BLK,32MM EXTENSION RING,AG-00057,Phase Out HNY
EER7EMBLK,32MM EXTN.RING,AG-00026,Lower Level - Moulding
EER7EMWHI,32MM EXTN.RING,AG-00026,Lower Level - Moulding
EER7WHI,32MM EXTENSION RING,AG-00057,Phase Out HNY
EER8BLK,38MM EXTENSION RING,AG-00057,Phase Out HNY
EER8EMBLK,EER/8 IN BULK BLACK,AG-00026,Lower Level - Moulding
EER8EMWHI,EER/8 IN BULK WHITE,AG-00026,Lower Level - Moulding
EER8WHI,38MM EXTENSION RING,AG-00057,Phase Out HNY
EER9BLK,20MM EXTENSION RING,AG-00057,Phase Out HNY
EER9EMBLK,EER/9 IN BULK BLACK,AG-00026,Lower Level - Moulding
EER9EMWHI,EER/9 IN BULK WHITE,AG-00026,Lower Level - Moulding
EER9WHI,50MM EXPANSION RING,AG-00057,Phase Out HNY
EFA6BLK,50MM FEMALE ADAPTOR,AG-00016,OBSOLETE
EFA6WHI,50MM FEMALE ADAPTOR,AG-00057,Phase Out HNY
EGCER,6X6 EXTERNAL COUPLING (TC9),AG-00016,OBSOLETE
EGLFL,3X3 BEND FLAT COVER (FAF3),AG-00016,OBSOLETE
EGSENMK,4X4 STOP END (TEP6),AG-00016,OBSOLETE
EL1BLK,CIRCULAR LID,AG-00014,Finished Goods - Moulding
EL1WHI,CIRCULAR LID,AG-00014,Finished Goods - Moulding
EL2BLK,CIRC OVERLAPPING LID,AG-00014,Finished Goods - Moulding
EL2EMBLK,EL/2 IN BULK BLACK,AG-00026,Lower Level - Moulding
EL2EMWHI,CIRCULAR LID (BULK),AG-00026,Lower Level - Moulding
EL2WHI,CIRC OVERLAPPING LID,AG-00014,Finished Goods - Moulding
EL3,RUBBER GASKET,AG-00016,OBSOLETE
EMA1WHI,16MM MALE ADAPTOR,AG-00016,OBSOLETE
EMA2EMBLK,20MM MALE ADAPTOR,AG-00016,OBSOLETE
EMA2EMWHI,20MM MALE ADAPTOR,AG-00016,OBSOLETE
EMA3EMWHI,25MM MALE ADAPTOR,AG-00016,OBSOLETE
EMA6BLK,50MM MALE ADAPTOR,AG-00057,Phase Out HNY
EMA6WHI,50MM MALE ADAPTOR,AG-00057,Phase Out HNY
ENB2BLK,20MM HEAVY BEND,AG-00014,Finished Goods - Moulding
ENB2WHI,20MM HEAVY BEND,AG-00014,Finished Goods - Moulding
ENB3BLK,25MM HEAVY BEND,AG-00014,Finished Goods - Moulding
ENB3WHI,25MM HEAVY BEND,AG-00014,Finished Goods - Moulding
ENDCAP170,CARDBOARD END CAP 190X60X55MM,AG-00016,OBSOLETE
EOAT,EOAT,AG-00043,Capex
EOC1WHI,12MM OVAL CONDUIT,AG-00057,Phase Out HNY
EOC22BQWHI,WHITE OVAL CONDUIT 16MM X 2M,AG-00017,Finished Goods - Extrusion
EOC23BQWHI,WHITE OVAL CONDUIT 16MM X 3M,AG-00017,Finished Goods - Extrusion
EOC2EMBQWHI2,OVAL CONDUIT B&Q 16MM X 2M WHI,AG-00042,Lower Level - Extrusion
EOC2EMBQWHI3,OVAL CONDUIT B&Q 16MM X 3M WHI,AG-00042,Lower Level - Extrusion
EOC2EMWHI2,OVAL CONDUIT 16MM X 2M,AG-00042,Lower Level - Extrusion
EOC2EMWHI3,OVAL CONDUIT WHITE 16MM X 3M,AG-00042,Lower Level - Extrusion
EOC2WHI,16MM OVAL CONDUIT,AG-00017,Finished Goods - Extrusion
EOC32BQWHI,WHITE OVAL CONDUIT 20MM X 2M,AG-00017,Finished Goods - Extrusion
EOC33BQWHI,WHITE OVAL CONDUIT 20MM X 3M,AG-00017,Finished Goods - Extrusion
EOC3EMBQWHI2,OVAL CONDUIT B&Q 20MM X 2M WHI,AG-00042,Lower Level - Extrusion
EOC3EMBQWHI3,OVAL CONDUIT B&Q 20MM X 3M WHI,AG-00042,Lower Level - Extrusion
EOC3EMWHI2,OVAL CONDUIT 22MM X 2M,AG-00042,Lower Level - Extrusion
EOC3EMWHI3,OVAL CONDUIT WHITE 20MM X 3M,AG-00042,Lower Level - Extrusion
EOC3WHI,20MM OVAL CONDUIT,AG-00017,Finished Goods - Extrusion
EOC4WHI,25MM OVAL CONDUIT,AG-00017,Finished Goods - Extrusion
EOC5WHI,25MM SP OVAL CONDUIT,AG-00017,Finished Goods - Extrusion
EOC6WHI,OVAL CONDUIT 23.5MM,AG-00017,Finished Goods - Extrusion
EP2BLK,20MM PLUG PLAIN,AG-00057,Phase Out HNY
EP2EMBLK,EP/2 IN BULK BLACK,AG-00016,OBSOLETE
EP2EMWHI,EP/2 IN BULK WHITE,AG-00016,OBSOLETE
EP2SBLK,20MM PLUG SCREWED,AG-00014,Finished Goods - Moulding
EP2SEMBLK,EP/2/S IN BULK BLACK,AG-00026,Lower Level - Moulding
EP2SEMWHI,EP/2/S IN BULK WHITE,AG-00016,OBSOLETE
EP2SWHI,20MM PLUG SCREWED,AG-00014,Finished Goods - Moulding
EP2WHI,20MM PLUG PLAIN,AG-00057,Phase Out HNY
EP3BLK,25MM PLUG PLAIN,AG-00057,Phase Out HNY
EP3EMBLK,EP/3 IN BULK BLK,AG-00026,Lower Level - Moulding
EP3EMWHI,EP/3 IN BULK WHITE,AG-00026,Lower Level - Moulding
EP3SBLK,25MM PLUG SCREWED,AG-00014,Finished Goods - Moulding
EP3SEMBLK,EP/3/S IN BULK BLK,AG-00026,Lower Level - Moulding
EP3SEMWHI,EP/3/S IN BULK WHITE,AG-00026,Lower Level - Moulding
EP3SWHI,25MM PLUG SCREWED,AG-00014,Finished Goods - Moulding
EP3WHI,25MM PLUG PLAIN,AG-00057,Phase Out HNY
EQB3WHI,25MM QUICKFIT INSPECTION BEND,AG-00057,Phase Out HNY
EQE2BLK,20MM QUICKFIT INSPECT. ELBOW,AG-00057,Phase Out HNY
EQE2WHI,20MM QUICKFIT INSPECT. ELBOW,AG-00057,Phase Out HNY
EQS2BLK,20MM QUICKFIT SPACER SADDLE,AG-00014,Finished Goods - Moulding
EQS2WHI,20MM QUICKFIT SPACER SADDLE,AG-00014,Finished Goods - Moulding
EQS3BLK,25MM QUICKFIT SPACER SADDLE,AG-00014,Finished Goods - Moulding
EQS3WHI,25MM QUICKFIT SPACER SADDLE,AG-00014,Finished Goods - Moulding
ER2BLK,25X20MM REDUCER,AG-00057,Phase Out HNY
ER2WHI,25X20MM REDUCER,AG-00057,Phase Out HNY
ERB15WHI,50MM TERMINAL BOX,AG-00016,OBSOLETE
ERB1WHI,32MM RECT BOX 2 WAY,AG-00016,OBSOLETE
ERB2BLK,38MM RECT BOX 2 WAY,AG-00016,OBSOLETE
ERB3BLK,50MM RECT BOX 2 WAY,AG-00016,OBSOLETE
ERB5BLK,38MM RECT BOX ANGLE,AG-00016,OBSOLETE
ERB6BLK,50MM RECT BOX ANGLE,AG-00016,OBSOLETE
ES2WHI,20MM STRAP SADDLE,AG-00014,Finished Goods - Moulding
ES3BLK,20MM STRAP SADDLE 25MM STRAP SADDLE,AG-00016,OBSOLETE
ES3WHI,25MM STRAP SADDLE,AG-00014,Finished Goods - Moulding
ES5WHI,38MM STRAP SADDLE,AG-00016,OBSOLETE
ESC2BLK,20MM HEAVY COUPLING,AG-00014,Finished Goods - Moulding
ESC2WHI,20MM HEAVY COUPLING,AG-00014,Finished Goods - Moulding
ESC3BLK,25MM HEAVY COUPLING,AG-00014,Finished Goods - Moulding
ESC3WHI,25MM HEAVY COUPLING,AG-00014,Finished Goods - Moulding
ESC4BLK,32MM HEAVY COUPLING,AG-00016,OBSOLETE
ESC4WHI,32MM HEAVY COUPLING,AG-00016,OBSOLETE
ESC5BLK,38MM HEAVY COUPLING,AG-00057,Phase Out HNY
ESC6BLK,50MM HEAVY COUPLING,AG-00057,Phase Out HNY
ESU2211WHI,1G SIDE ENTRY SW. BOX,AG-00014,Finished Goods - Moulding
ESU2223WHI,2G 3 ENTRIES SW. BOX,AG-00014,Finished Goods - Moulding
ESU2311WHI,1G SIDE ENTRY BOX RND CORN,AG-00014,Finished Goods - Moulding
ESU231WHI,1G CENTRE ENTRY BOX RND CNR,AG-00014,Finished Goods - Moulding
ESU2323WHI,2G 3 ENTRY BOX ROUND CORNER,AG-00014,Finished Goods - Moulding
ESU241WHI,1G 25MM K.O BOX ROUND CORNER,AG-00014,Finished Goods - Moulding
ESU242WHI,2G 20MM K.O BOX ROUND CORNER,AG-00014,Finished Goods - Moulding
ESU2512WHI,1 GANG BOX 2 ENTRIES,AG-00014,Finished Goods - Moulding
ESU2523WHI,2 GANG BOX 3 ENTRIES,AG-00014,Finished Goods - Moulding
ESU261WHI,1G BOX WITH 20MM K/0,AG-00014,Finished Goods - Moulding
ESU262WHI,2G BOX WITH 20MM K/0,AG-00014,Finished Goods - Moulding
ESU2713WHI,1G BOX THREE ENTRIES,AG-00014,Finished Goods - Moulding
ESU2721WHI,2G BOX ONE ENTRY,AG-00014,Finished Goods - Moulding
ESU281WHI,1G BOX WITH 20MM K/0,AG-00014,Finished Goods - Moulding
ESU282WHI,2G BOX WITH 20MM K/0,AG-00014,Finished Goods - Moulding
ESU32140WHI,1 GANG 2 ENTRY BOX YT/3,AG-00057,Phase Out HNY
ESU32225WHI,2 GANG 2 ENTRY BOX YT/2,AG-00016,OBSOLETE
ESU3511WHI,1 GANG SURFACE BOX,AG-00014,Finished Goods - Moulding
ESU3523WHI,TWO GANG SURFACE BOX,AG-00014,Finished Goods - Moulding
ESU4423WHI,41MM 2G 3 ENTRY BOX,AG-00055,Finished Goods - Press Moulding
ESU501WHI,FIRE ACCY Back Box Alert White,AG-00014,Finished Goods - Moulding
ESU503WHI,35MM DEEP UNIVERSAL BOX 1,AG-00016,OBSOLETE
ESU81WHI,1G FLUSH BOX STD,AG-00014,Finished Goods - Moulding
ESU82MLWHI,2G FLUSH BOX ADJ LUG,AG-00055,Finished Goods - Press Moulding
ESU8MLWHI,1G FLUSH BOX ADJ LUG,AG-00055,Finished Goods - Press Moulding
ESU92MLWHI,2GX25MM FLUSH BOX ADJ LUG,AG-00057,Phase Out HNY
ESU9MLEMWHI,1GX25MM FLUSH BOX ADJ LUG,AG-00016,OBSOLETE
ESU9MLWHI,1GX25MM FLUSH BOX ADJ LUG,AG-00016,OBSOLETE
ESUUSB17WHI,1G WALL BOX SHALLOW,AG-00014,Finished Goods - Moulding
ESUUSB19WHI,1G WALL BOX MEDIUM 18.3 CU.IN,AG-00014,Finished Goods - Moulding
ESUUSB22WHI,1G WALL BOX DEEP 21.4 CU.IN,AG-00014,Finished Goods - Moulding
EVOIMP250,EVO STICK IMPACT ADHESIVE TIN 250ML,AG-00012,Consumable
EVP143M,Black Masterbatch,AG-00002,Raw Material
EXTRUSION BANDING TAPE,BANDING TAPE GREEN SPE16-480,AG-00012,Consumable
FAE1WHI,50X50M EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAE2WHI,75X50MM EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAE3WHI,75X75MM EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAE4WHI,100X50MM EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAE6WHI,100X100MM EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAE8WHI,150X100MM EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAE9WHI,150X150MM EXT ANGLE UNIT,AG-00057,Phase Out HNY
FAF1WHI,50X50MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAF2WHI,75X50MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAF3WHI,75X75MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAF4WHI,100X50MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAF6WHI,100X100MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAF7WHI,150X75MM FLT ANGLE UNIT,AG-00016,OBSOLETE
FAF8WHI,150X100MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAF9WHI,150X150MM FLT ANGLE UNIT,AG-00057,Phase Out HNY
FAI1WHI,50X50MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FAI2WHI,75X50MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FAI3WHI,75X75MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FAI4WHI,100X50MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FAI6WHI,100X100MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FAI8WHI,150X100MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FAI9WHI,150X150MM INT ANGLE UNIT,AG-00057,Phase Out HNY
FDBOX,463mmx215mmx445mm,AG-00049,Packaging
FE5050EMWHI,FE5050 IN BULK WHITE,AG-00014,Finished Goods - Moulding
FGQEP,MNF555 depth gauge front black,AG-00026,Lower Level - Moulding
FILM22,FILM 4178 22MM CLEAR,AG-00053,Component
FILM45,FILM 4178 45MM CLEAR,AG-00053,Component
FILM58,FILM 4178 58MM CLEAR,AG-00053,Component
FILM66,FILM 4178 66MM CLEAR,AG-00053,Component
FILM76,FILM 4178 76MM CLEAR,AG-00053,Component
FILM85,FILM 4178 85MM CLEAR,AG-00053,Component
FILM96,FILM 4178 96MM CLEAR,AG-00053,Component
FLT Training,FLT Training,AG-00015,Sub Contract Item
FM1830CPF-NAT,PVC NATURAL FOR PUZZLINK FLOOR TILE,AG-00002,Raw Material
FS980924,RIVET 3.2 X 8MM LONG,AG-00053,Component
FT5050EMWHI,FT5050 IN BULK WHITE,AG-00014,Finished Goods - Moulding
FTF1WHI,50X50MM FLAT TEE UNIT,AG-00057,Phase Out HNY
FTF2WHI,75X50MM FLAT TEE UNIT,AG-00057,Phase Out HNY
FTF3WHI,75X75MM FLAT TEE UNIT,AG-00057,Phase Out HNY
FTF4WHI,100X50MM FLAT TEE UNIT,AG-00057,Phase Out HNY
FTF6WHI,100X100MM FLAT TEE UNIT,AG-00057,Phase Out HNY
FTF9WHI,150X150MM FLAT TEE UNIT,AG-00057,Phase Out HNY
FTRE-500-BLK,500MM Floor Tile Edge Ramped-Black,AG-00014,Finished Goods - Moulding
FTRE-500-WHI,500MM Floor Rile Edge Ramped-White,AG-00014,Finished Goods - Moulding
GA2525EMWHI,GA2525 25X25 PVC ANGLE (THIN),AG-00042,Lower Level - Extrusion
GA3838EMWHI,GA3838 IN BULK WHITE,AG-00041,Lower Level - Fabrication
Gauge Label,MNF555 Red 25.4 x 10.4 mm,AG-00012,Consumable
General Automation CAPEX,Automation CAPEX,AG-00043,Capex
GF-050715-AK1-BL,74mm True Match Powder/Quad LH Side Panel,AG-00014,Finished Goods - Moulding
GF-050715-AK2-BL,74mm True Match Powder/Quad RH Side Panel,AG-00014,Finished Goods - Moulding
GF-050715L1/2-BLK,CASSETTE BASE AND DIVIDERS  050715L1/2,AG-00014,Finished Goods - Moulding
GF-AF010112-AI1,74mm Pencil Crate Base,AG-00014,Finished Goods - Moulding
GF-AF010112-AI2,74mm Pencil Crate Lid,AG-00014,Finished Goods - Moulding
GLG25EMWHI3,25MM ROUND LG COND 3M,AG-00042,Lower Level - Extrusion
GMA25BRAWEMBLK,25MM MALE ADAPTOR,AG-00016,OBSOLETE
GP600,Bargain Bin GP Solid Wall Fixings,AG-00014,Finished Goods - Moulding
GP600DC,GP600 Standard Multi-Fix Concrete & Brick Fixings Box,AG-00049,Packaging
GP600LL,QEP - General Purpose - Concrete and Brick - Red,AG-00026,Lower Level - Moulding
GP600Wrap,GP600 GP Solid Wall Fixi,AG-00049,Packaging
GRM268X3BLK,GRM268X3 Black,AG-00002,Raw Material
GRM268X3WHI,GRM268X3 White,AG-00002,Raw Material
GT1EMWHI3,16 X 16MM MINI TRUNK 3M,AG-00042,Lower Level - Extrusion
GT3EMWHI3,40 X 16MM MINI TRUNK 3M,AG-00042,Lower Level - Extrusion
GT4EMWHI3,40 X 25MM MINI TRUNK 3M,AG-00042,Lower Level - Extrusion
GT5EMWHI3,41 X 40MM MINI TRUNK 3M,AG-00042,Lower Level - Extrusion
GT8EMWHI3,50 X 50MM MINI TRUNK 3M,AG-00042,Lower Level - Extrusion
GTS1EMWHI3,16 X 16MM SA TRUNK 3M,AG-00042,Lower Level - Extrusion
GTS2EMWHI3,25 X 16MM SA TRUNK 3M,AG-00042,Lower Level - Extrusion
GTS3EMWHI3,40 X 16MM SA TRUNK 3M,AG-00042,Lower Level - Extrusion
GTS4EMWHI3,41 X 25MM SA TRUNK 3M,AG-00042,Lower Level - Extrusion
GTYTAPE53,"PACKAGING TWINE (1,687M PER ROLL)",AG-00049,Packaging
HC1-12264G,Natural Hanger Accessory (RP1000),AG-00014,Finished Goods - Moulding
HC1-BLACK,Hanger Accessory,AG-00014,Finished Goods - Moulding
HC5-14139G,Yellow Hanger Accessory,AG-00014,Finished Goods - Moulding
HC5-29027G,Black Hanger Accessory (Bagged),AG-00014,Finished Goods - Moulding
HC5-BEIGE,Hanger Accessory,AG-00014,Finished Goods - Moulding
HC5-BLACK,Hanger Accessory,AG-00014,Finished Goods - Moulding
HCF110,Heavy Duty Plasterboard Fixing,AG-00014,Finished Goods - Moulding
HCF113,Heavy Duty Plasterboard Fixing,AG-00014,Finished Goods - Moulding
HCFUS,Blue 7500 x Heavy Duty Drywall Anch,AG-00014,Finished Goods - Moulding
HCFUSLL,Heavy Duty Drywall Anch - Blue,AG-00026,Lower Level - Moulding
HIP2BLK,20MM SUPER HG CONDUIT,AG-00017,Finished Goods - Extrusion
HIP2EMBLKS23,20MM SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP2EMWHIS23,20MM SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP2WHI,20MM SUPER HG CONDUIT,AG-00017,Finished Goods - Extrusion
HIP3BLK,25MM SUPER HG CONDUIT,AG-00017,Finished Goods - Extrusion
HIP3EMBLKS23,25MM SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP3EMWHIS23,25MM SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP3WHI,25MM SUPER HG CONDUIT,AG-00017,Finished Goods - Extrusion
HIP4BLK,32MM SUPER HG CONDUIT,AG-00057,Phase Out HNY
HIP4EMBLKS23,32M M SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP4EMWHIS23,32M M SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP4WHI,32MM SUPER HG CONDUIT,AG-00057,Phase Out HNY
HIP5BLK,38MM SUPER HG CONDUIT,AG-00057,Phase Out HNY
HIP5EMBLKS23,38MM SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HIP6540,Polystyrene impact 6540,AG-00002,Raw Material
HIP6BLK,50MM SUPER HG CONDUIT,AG-00057,Phase Out HNY
HIP6EMBLKS23,50MM SUPER HG COND 3M,AG-00042,Lower Level - Extrusion
HLG21CM3341,20MM HLG WHITE CONDUIT - 4M,AG-00017,Finished Goods - Extrusion
HLG22BQBLK,BLACK ROUND CONDUIT 20MM X 2M,AG-00017,Finished Goods - Extrusion
HLG22BQWHI,WHITE ROUND CONDUIT 20MM X 2M,AG-00017,Finished Goods - Extrusion
HLG23BQBLK,BLACK ROUND CONDUIT 20MM X 3M,AG-00017,Finished Goods - Extrusion
HLG23BQWHI,WHITE ROUND CONDUIT 20MM X 3M,AG-00017,Finished Goods - Extrusion
HLG2EMBLK2,HEAVY GAUGE BLACK 20MM X 2M,AG-00042,Lower Level - Extrusion
HLG2EMBLK3,HEAVY GAUGE BLACK 20MM X 3M,AG-00042,Lower Level - Extrusion
HLG2EMBQBLK2,ROUND CONDUIT B&Q� 20MM X 2M BLK,AG-00042,Lower Level - Extrusion
HLG2EMBQBLK3,ROUND CONDUIT B&Q� 20MM X 3M BLK,AG-00042,Lower Level - Extrusion
HLG2EMBQWHI2,ROUND CONDUIT B&Q� 20MM X 2M WHI,AG-00042,Lower Level - Extrusion
HLG2EMBQWHI3,ROUND CONDUIT B&Q� 20MM X 3M WHI,AG-00042,Lower Level - Extrusion
HLG2EMWHI2,ROUND LIGHT GAUGE CONDUIT 20MM X 2M,AG-00042,Lower Level - Extrusion
HLG2EMWHI3,20MM SUPER LG COND 3M,AG-00042,Lower Level - Extrusion
HLG2EMWHI4,20MM SUPER LG COND 4M,AG-00042,Lower Level - Extrusion
HLG2WHI,20MM SUPER LG CONDUIT,AG-00017,Finished Goods - Extrusion
HLG32BQBLK,BLACK ROUND CONDUIT 25MM X 2M,AG-00017,Finished Goods - Extrusion
HLG32BQWHI,WHITE ROUND CONDUIT 25MM X 2M,AG-00017,Finished Goods - Extrusion
HLG33BQBLK,BLACK ROUND CONDUIT 25MM X 3M,AG-00017,Finished Goods - Extrusion
HLG33BQWHI,WHITE ROUND CONDUIT 25MM X 3M,AG-00017,Finished Goods - Extrusion
HLG3EMBLK2,HEAVY GAUGE BLACK 25MM X 2M,AG-00042,Lower Level - Extrusion
HLG3EMBLK3,HEAVY GAUGE BLACK 25MM X 3M,AG-00042,Lower Level - Extrusion
HLG3EMBQBLK2,ROUND CONDUIT B&Q� 25MM X 2M BLK,AG-00042,Lower Level - Extrusion
